Data Source in SDW: https://sdw.ecb.europa.eu/browseSelection.do?node=9689726
,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_10Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_1Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_2Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_5Y
,"Yield curve instantaneous forward rate, 10-year maturity","Yield curve instantaneous forward rate, 1-year maturity","Yield curve instantaneous forward rate, 2-year maturity","Yield curve instantaneous forward rate, 5-year maturity"
Collection:,End of period (E),End of period (E),End of period (E),End of period (E)
Period\Unit:,[Percent per annum ],[Percent per annum ],[Percent per annum ],[Percent per annum ]
2014-02-25,3.645691,0.066914,0.381553,2.052599
2014-02-24,3.686687,0.071320,0.400468,2.086694
2014-02-21,3.665677,0.058030,0.380157,2.062747
2014-02-20,3.679206,0.063614,0.398331,2.088575
2014-02-19,3.662991,0.048929,0.368380,2.051820
2014-02-18,3.686403,0.057866,0.379652,2.070400
2014-02-17,3.684816,0.055315,0.387902,2.094939
2014-02-14,3.665531,0.056162,0.391491,2.093327
2014-02-13,3.660601,0.041878,0.368695,2.077058
2014-02-12,3.677357,0.057077,0.395652,2.111461
2014-02-11,3.658609,0.065433,0.402132,2.096918
2014-02-10,3.641969,0.063944,0.395630,2.077543
2014-02-07,3.633565,0.050641,0.374060,2.066300
2014-02-06,3.631718,0.084969,0.422859,2.100404
2014-02-05,3.599893,0.036516,0.355805,2.037782
2014-02-04,3.610635,0.034576,0.355891,2.042449
2014-02-03,3.607808,0.032591,0.351678,2.037017
2014-01-31,3.612362,0.036165,0.369604,2.061281
2014-01-30,3.661329,0.067979,0.407829,2.117261
2014-01-29,3.660425,0.096504,0.449042,2.139595
2014-01-28,3.685176,0.112092,0.474329,2.173034
2014-01-27,3.673149,0.116752,0.474524,2.162859
2014-01-24,3.680483,0.107493,0.471314,2.164042
2014-01-23,3.725718,0.133902,0.508679,2.214678
2014-01-22,3.784128,0.142471,0.532201,2.272322
2014-01-21,3.760723,0.131872,0.510143,2.239549
2014-01-20,3.764129,0.132917,0.502270,2.227058
2014-01-17,3.764374,0.137703,0.533650,2.288352
2014-01-16,3.773242,0.154497,0.554054,2.306151
2014-01-15,3.809042,0.181660,0.606899,2.376070
2014-01-14,3.798420,0.162391,0.580419,2.348471
2014-01-13,3.818818,0.148163,0.573114,2.363870
2014-01-10,3.863498,0.153212,0.585390,2.402523
2014-01-09,3.862235,0.181659,0.637375,2.460112
2014-01-08,3.839100,0.182209,0.633299,2.434209
2014-01-07,3.842919,0.178533,0.627170,2.433913
2014-01-06,3.871569,0.173581,0.629932,2.463375
2014-01-03,3.908087,0.183947,0.657584,2.510124
2014-01-02,3.899109,0.186373,0.660356,2.524269
2013-12-31,3.882233,0.181716,0.665700,2.530978
2013-12-30,3.877532,0.188504,0.670698,2.525291
2013-12-27,3.866843,0.206820,0.680550,2.515935
2013-12-24,3.815839,0.187612,0.628443,2.409866
2013-12-23,3.813610,0.189520,0.630244,2.408029
2013-12-20,3.814960,0.196575,0.628548,2.401168
2013-12-19,3.842245,0.197164,0.620865,2.375238
2013-12-18,3.807681,0.190168,0.588063,2.320840
2013-12-17,3.824469,0.186043,0.571289,2.301892
2013-12-16,3.812888,0.197545,0.585469,2.303166
2013-12-13,3.810113,0.201198,0.596882,2.309525
2013-12-12,3.822084,0.198976,0.591524,2.309044
2013-12-11,3.835688,0.176547,0.563969,2.295871
2013-12-10,3.833852,0.165336,0.563027,2.295957
2013-12-09,3.845844,0.162566,0.558890,2.308134
2013-12-06,3.861737,0.162743,0.572642,2.338404
2013-12-05,3.866329,0.150367,0.556980,2.317338
2013-12-04,3.838545,0.102473,0.480003,2.249278
2013-12-03,3.790959,0.080930,0.443407,2.191947
2013-12-02,3.818910,0.086301,0.453239,2.192062
2013-11-29,3.785475,0.078367,0.434440,2.144946
2013-11-28,3.787431,0.077390,0.432088,2.140438
2013-11-27,3.798312,0.081494,0.440041,2.151387
2013-11-26,3.782328,0.079240,0.443251,2.146817
2013-11-25,3.784052,0.086284,0.452099,2.152811
2013-11-22,3.820411,0.085818,0.458342,2.202150
2013-11-21,3.873093,0.069490,0.449837,2.230802
2013-11-20,3.807802,0.068283,0.439488,2.179909
2013-11-19,3.786300,0.064489,0.433364,2.158798
2013-11-18,3.783611,0.055732,0.414990,2.143104
2013-11-15,3.801348,0.061543,0.430009,2.163009
2013-11-14,3.813402,0.051705,0.416290,2.159968
2013-11-13,3.871547,0.043204,0.416201,2.203449
2013-11-12,3.890183,0.064308,0.452145,2.246818
2013-11-11,3.854970,0.080914,0.456095,2.179683
2013-11-08,3.864748,0.084437,0.465097,2.188058
2013-11-07,3.814971,0.052946,0.404087,2.100259
2013-11-06,3.793960,0.123720,0.513846,2.178125
2013-11-05,3.782569,0.124288,0.503034,2.162679
2013-11-04,3.748155,0.077430,0.424503,2.080505
2013-11-01,3.774753,0.079971,0.428662,2.094639
2013-10-31,3.736098,0.092664,0.448906,2.095106
2013-10-30,3.736020,0.135674,0.514048,2.139250
2013-10-29,3.753644,0.162067,0.554774,2.182856
2013-10-28,3.750466,0.161323,0.551991,2.184905
2013-10-25,3.772111,0.163174,0.559226,2.204924
2013-10-24,3.753660,0.142295,0.539039,2.208002
2013-10-23,3.787222,0.133485,0.536627,2.230624
2013-10-22,3.806890,0.138164,0.549812,2.265870
2013-10-21,3.854278,0.161629,0.592031,2.322058
2013-10-18,3.859575,0.155246,0.584999,2.319595
2013-10-17,3.904258,0.175967,0.626461,2.387530
2013-10-16,3.930289,0.214436,0.687754,2.444522
2013-10-15,3.893875,0.178279,0.629846,2.377657
2013-10-14,3.878950,0.169350,0.612080,2.354396
2013-10-11,3.860181,0.170738,0.615370,2.351372
2013-10-10,3.862661,0.180101,0.624356,2.355959
2013-10-09,3.785938,0.171032,0.596112,2.285597
2013-10-08,3.799712,0.172433,0.600749,2.295105
2013-10-07,3.790216,0.151684,0.576511,2.275860
2013-10-04,3.815088,0.169607,0.611751,2.321785
2013-10-03,3.794305,0.170239,0.605947,2.285680
2013-10-02,3.766789,0.165799,0.591694,2.257915
2013-10-01,3.749884,0.167729,0.595126,2.252265
2013-09-30,3.736895,0.173853,0.599196,2.249204
2013-09-27,3.742213,0.164683,0.591185,2.248129
2013-09-26,3.782434,0.191079,0.635012,2.303192
2013-09-25,3.795623,0.191269,0.633002,2.305258
2013-09-24,3.863429,0.175661,0.620450,2.328699
2013-09-23,3.915566,0.184799,0.653706,2.423876
2013-09-20,3.939792,0.208826,0.688844,2.458653
2013-09-19,3.895707,0.191433,0.658961,2.417254
2013-09-18,3.904917,0.242751,0.746508,2.512785
2013-09-17,3.872784,0.227149,0.717584,2.471673
2013-09-16,3.847872,0.215925,0.690712,2.431398
2013-09-13,3.870489,0.232883,0.729214,2.487046
2013-09-12,3.907777,0.224952,0.719725,2.501945
2013-09-11,3.961328,0.255829,0.779762,2.585905
2013-09-10,3.986208,0.282767,0.825889,2.647710
2013-09-09,3.891078,0.255042,0.768825,2.538758
2013-09-06,3.858577,0.252917,0.765529,2.526541
2013-09-05,3.920847,0.313261,0.860425,2.638135
2013-09-04,3.832652,0.257171,0.761018,2.489784
2013-09-03,3.832339,0.245930,0.745830,2.479754
2013-09-02,3.811160,0.248039,0.744579,2.463125
2013-08-30,3.783164,0.228602,0.713481,2.425482
2013-08-29,3.761539,0.224111,0.705922,2.409683
2013-08-28,3.743160,0.232889,0.717084,2.411022
2013-08-27,3.734233,0.228880,0.709839,2.398813
2013-08-26,3.766396,0.237120,0.728932,2.439493
2013-08-23,3.827293,0.280392,0.796599,2.522354
2013-08-22,3.824414,0.229027,0.721003,2.455708
2013-08-21,3.838500,0.228181,0.707708,2.422175
2013-08-20,3.785323,0.210516,0.677228,2.372500
2013-08-19,3.837073,0.226853,0.706214,2.421811
2013-08-16,3.779145,0.207195,0.669860,2.358401
2013-08-15,3.805986,0.222065,0.686672,2.368629
2013-08-14,3.724443,0.202870,0.643179,2.283637
2013-08-13,3.676018,0.196259,0.633655,2.255340
2013-08-12,3.592130,0.143953,0.543800,2.139424
2013-08-09,3.576905,0.144312,0.537018,2.128143
2013-08-08,3.583006,0.146872,0.546727,2.139170
2013-08-07,3.589521,0.147545,0.549048,2.150090
2013-08-06,3.594445,0.149664,0.556090,2.152871
2013-08-05,3.600049,0.133664,0.528476,2.132418
2013-08-02,3.553008,0.128329,0.518176,2.105959
2013-08-01,3.554469,0.138728,0.536219,2.122169
2013-07-31,3.588513,0.139276,0.542475,2.137904
2013-07-30,3.581882,0.131230,0.527594,2.115389
2013-07-29,3.612959,0.135842,0.530123,2.115968
2013-07-26,3.613038,0.130555,0.515887,2.094556
2013-07-25,3.614028,0.131498,0.514830,2.102287
2013-07-24,3.542052,0.137012,0.510439,2.054238
2013-07-23,3.498209,0.112956,0.460774,1.976753
2013-07-22,3.496217,0.058248,0.380559,1.915001
2013-07-19,3.542937,0.036727,0.349934,1.916368
2013-07-18,3.528785,0.049304,0.380165,1.945064
2013-07-17,3.537080,0.057384,0.395608,1.966218
2013-07-16,3.545827,0.069555,0.413126,1.984464
2013-07-15,3.527151,0.083885,0.432774,1.990949
2013-07-12,3.720071,0.104023,0.477028,2.113170
2013-07-11,3.791351,0.121625,0.515397,2.189026
2013-07-10,3.855529,0.099820,0.496564,2.217289
2013-07-09,3.841494,0.094931,0.489526,2.210804
2013-07-08,3.898526,0.100208,0.504277,2.250061
2013-07-05,3.880727,0.143697,0.573797,2.296112
2013-07-04,3.749828,0.136065,0.539826,2.189592
2013-07-03,3.713369,0.204420,0.629512,2.239012
2013-07-02,3.759182,0.208077,0.641983,2.269666
2013-07-01,3.758364,0.241161,0.690545,2.302187
2013-06-28,3.777194,0.265306,0.728286,2.345312
2013-06-27,3.723275,0.244133,0.687595,2.272483
2013-06-26,3.799347,0.279927,0.746685,2.358450
2013-06-25,3.814801,0.345906,0.844722,2.450713
2013-06-24,3.801567,0.391272,0.901626,2.470332
2013-06-21,3.735417,0.306194,0.748107,2.248200
2013-06-20,3.664380,0.292999,0.718705,2.179439
2013-06-19,3.598465,0.180864,0.533268,1.979069
2013-06-18,3.609767,0.188329,0.549180,2.000379
2013-06-17,3.584399,0.155303,0.494469,1.941528
2013-06-14,3.565746,0.159552,0.499857,1.945627
2013-06-13,3.618600,0.189891,0.556934,2.025455
2013-06-12,3.638286,0.229114,0.622793,2.093028
2013-06-11,3.623016,0.254078,0.662100,2.124370
2013-06-10,3.600591,0.195286,0.557849,2.013248
2013-06-07,3.572148,0.178927,0.535353,1.983561
2013-06-06,3.631493,0.166886,0.524793,1.997572
2013-06-05,3.584780,0.112174,0.449103,1.949941
2013-06-04,3.631434,0.113975,0.458952,1.989614
2013-06-03,3.627857,0.103191,0.443113,1.973953
2013-05-31,3.619135,0.080020,0.410791,1.947325
2013-05-30,3.575918,0.091737,0.422819,1.936314
2013-05-29,3.610016,0.076859,0.406050,1.943671
2013-05-28,3.599154,0.028090,0.334906,1.883766
2013-05-27,3.551329,0.026613,0.322610,1.841247
2013-05-24,3.502819,0.022690,0.309362,1.805991
2013-05-23,3.513996,0.002591,0.276397,1.777365
2013-05-22,3.476951,-0.015706,0.245589,1.733241
2013-05-21,3.562591,0.001562,0.280681,1.811110
2013-05-20,3.498248,-0.016848,0.235325,1.709400
2013-05-17,3.491685,-0.028161,0.219743,1.699811
2013-05-16,3.496401,-0.011603,0.244384,1.714533
2013-05-15,3.536681,0.009209,0.277135,1.764491
2013-05-14,3.522696,0.011101,0.282690,1.764219
2013-05-13,3.530533,0.013747,0.288140,1.769930
2013-05-10,3.498517,0.021709,0.304918,1.767510
2013-05-09,3.403476,-0.011787,0.232706,1.657231
2013-05-08,3.391255,0.001727,0.254812,1.668454
2013-05-07,3.402186,0.002323,0.257526,1.674109
2013-05-06,3.377321,-0.012053,0.229464,1.636372
2013-05-03,3.382931,-0.031452,0.200646,1.622252
2013-05-02,3.281795,-0.030991,0.193552,1.573079
2013-04-30,3.283680,-0.005536,0.226060,1.578463
2013-04-29,3.323487,-0.006394,0.230458,1.601743
2013-04-26,3.355764,-0.000999,0.237208,1.616489
2013-04-25,3.366533,0.005147,0.249896,1.633473
2013-04-24,3.385118,-0.002411,0.234733,1.623697
2013-04-23,3.376366,0.012244,0.253975,1.625970
2013-04-22,3.388423,0.005852,0.243504,1.620730
2013-04-19,3.437345,0.028760,0.279644,1.674468
2013-04-18,3.411731,0.012650,0.256389,1.641386
2013-04-17,3.436016,0.022120,0.274374,1.677157
2013-04-16,3.424434,0.033907,0.289886,1.686793
2013-04-15,3.433060,0.028598,0.279775,1.685810
2013-04-12,3.453002,0.028278,0.287831,1.706941
2013-04-11,3.463471,0.039466,0.308319,1.737661
2013-04-10,3.453517,0.050455,0.330174,1.758492
2013-04-09,3.372157,0.027246,0.283549,1.676171
2013-04-08,3.325577,0.008885,0.241914,1.612125
2013-04-05,3.349038,0.002367,0.230011,1.600072
2013-04-04,3.571369,0.004567,0.256894,1.729138
2013-04-03,3.614298,0.024146,0.298877,1.800013
2013-04-02,3.606190,0.035602,0.328775,1.854668
2013-03-28,3.601016,0.010920,0.292213,1.829627
2013-03-27,3.571240,0.007881,0.285217,1.813331
2013-03-26,3.643749,0.030539,0.325930,1.880357
2013-03-25,3.610951,0.024560,0.307980,1.847245
2013-03-22,3.595513,0.038499,0.330057,1.863956
2013-03-21,3.583937,0.029996,0.313798,1.842861
2013-03-20,3.659993,0.023949,0.313586,1.881574
2013-03-19,3.657937,0.014279,0.291861,1.857231
2013-03-18,3.694876,0.020312,0.302719,1.874198
2013-03-15,3.744452,0.043917,0.341826,1.930488
2013-03-14,3.743509,0.057020,0.365994,1.955520
2013-03-13,3.733234,0.057387,0.370932,1.956101
2013-03-12,3.733430,0.061334,0.377313,1.965153
2013-03-11,3.734225,0.069253,0.392408,1.979693
2013-03-08,3.716371,0.087560,0.422270,1.994159
2013-03-07,3.714940,0.072782,0.400471,1.982066
2013-03-06,3.716486,0.036887,0.355521,1.959797
2013-03-05,3.688208,0.043029,0.356169,1.943600
2013-03-04,3.678371,0.026939,0.329758,1.926931
2013-03-01,3.677689,0.024799,0.337634,1.939107
2013-02-28,3.716794,0.047644,0.376364,1.990262
2013-02-27,3.693115,0.048483,0.375345,1.973354
2013-02-26,3.746346,0.078415,0.422365,2.036014
2013-02-25,3.807661,0.147620,0.531867,2.142381
2013-02-22,3.768908,0.118393,0.484192,2.090619
2013-02-21,3.742549,0.162011,0.539685,2.112128
2013-02-20,3.795318,0.192962,0.589374,2.177426
2013-02-19,3.775156,0.174982,0.564428,2.152060
2013-02-18,3.767721,0.172052,0.561754,2.151196
2013-02-15,3.762683,0.175547,0.569365,2.155468
2013-02-14,3.770154,0.178341,0.572596,2.163139
2013-02-13,3.764043,0.211447,0.618236,2.195806
2013-02-12,3.713279,0.196756,0.593009,2.149514
2013-02-11,3.703547,0.176793,0.557312,2.109531
2013-02-08,3.697036,0.178701,0.561879,2.115984
2013-02-07,3.709999,0.183199,0.563222,2.125467
2013-02-06,3.652247,0.230055,0.629411,2.143068
2013-02-05,3.660239,0.241754,0.650204,2.170855
2013-02-04,3.649800,0.220912,0.615918,2.145402
2013-02-01,3.623109,0.225111,0.616192,2.130648
2013-01-31,3.615230,0.284770,0.697306,2.184964
2013-01-30,3.625747,0.307312,0.735946,2.214969
2013-01-29,3.606221,0.270856,0.685186,2.160505
2013-01-28,3.604641,0.301821,0.718677,2.172652
2013-01-25,3.567772,0.238438,0.624483,2.108081
2013-01-24,3.606196,0.125751,0.478371,2.028985
2013-01-23,3.577424,0.127988,0.484435,2.027782
2013-01-22,3.574188,0.142203,0.511966,2.054647
2013-01-21,3.550303,0.158248,0.534467,2.063321
2013-01-18,3.558808,0.164888,0.534093,2.052633
2013-01-17,3.660661,0.151330,0.519452,2.086641
2013-01-16,3.662549,0.081389,0.422526,2.027855
2013-01-15,3.661569,0.082490,0.431683,2.035166
2013-01-14,3.673316,0.073121,0.422433,2.063998
2013-01-11,3.748348,0.072467,0.434874,2.119021
2013-01-10,3.742966,0.042373,0.392366,2.090313
2013-01-09,3.662467,0.009545,0.343499,2.018641
2013-01-08,3.645046,0.021459,0.363894,2.028665
2013-01-07,3.683547,0.036203,0.385908,2.061414
2013-01-04,3.717415,0.037209,0.394236,2.082257
2013-01-03,3.689464,-0.016411,0.307209,2.024843
2013-01-02,3.635571,-0.045509,0.264707,1.974280
2012-12-31,3.498193,-0.092344,0.173251,1.842778
2012-12-28,3.496770,-0.089211,0.176271,1.841154
2012-12-27,3.533460,-0.073151,0.199555,1.872289
2012-12-24,3.587418,-0.079130,0.201402,1.897204
2012-12-21,3.577565,-0.070972,0.211732,1.892775
2012-12-20,3.587054,-0.068478,0.220879,1.916055
2012-12-19,3.643365,-0.054297,0.244478,1.946554
2012-12-18,3.623116,-0.066965,0.222817,1.924472
2012-12-17,3.613852,-0.083333,0.195261,1.894885
2012-12-14,3.597548,-0.105422,0.158074,1.856718
2012-12-13,3.612796,-0.105887,0.155760,1.850929
2012-12-12,3.609724,-0.104987,0.156905,1.850285
2012-12-11,3.627128,-0.105079,0.159116,1.856033
2012-12-10,3.597175,-0.111269,0.143448,1.822672
2012-12-07,3.603702,-0.108982,0.148761,1.829174
2012-12-06,3.567791,-0.063588,0.217252,1.868777
2012-12-05,3.570257,-0.038670,0.251633,1.882123
2012-12-04,3.614374,-0.014672,0.294117,1.933739
2012-12-03,3.641981,-0.019531,0.291467,1.951985
2012-11-30,3.602339,-0.031280,0.267286,1.912170
2012-11-29,3.620132,-0.028227,0.275258,1.927959
2012-11-28,3.604488,-0.043076,0.253077,1.909583
2012-11-27,3.717883,-0.009910,0.317332,2.014385
2012-11-26,3.751239,-0.023694,0.296745,2.011024
2012-11-23,3.761026,-0.017050,0.317548,2.041636
2012-11-22,3.745615,-0.010286,0.327777,2.051938
2012-11-21,3.728901,-0.006407,0.333507,2.052504
2012-11-20,3.690607,-0.027824,0.294172,2.004060
2012-11-19,3.651431,-0.049355,0.255507,1.948237
2012-11-16,3.643236,-0.058168,0.245123,1.933435
2012-11-15,3.636289,-0.053127,0.253781,1.949084
2012-11-14,3.613001,-0.043851,0.269876,1.961590
2012-11-13,3.579990,-0.059046,0.251311,1.937136
2012-11-12,3.616428,-0.056588,0.254234,1.966405
2012-11-09,3.614326,-0.057962,0.257611,1.970088
2012-11-08,3.654861,-0.052665,0.271393,2.012868
2012-11-07,3.645278,-0.054958,0.277801,2.025129
2012-11-06,3.695109,-0.018870,0.330716,2.076688
2012-11-05,3.690319,-0.012125,0.332980,2.081458
2012-11-02,3.698001,-0.002122,0.356129,2.102182
2012-11-01,3.717936,0.015402,0.380895,2.123849
2012-10-31,3.721713,0.020542,0.389048,2.125546
2012-10-30,3.702657,0.009589,0.380403,2.127822
2012-10-29,3.731193,0.022704,0.387320,2.120659
2012-10-26,3.770309,0.032019,0.406354,2.150919
2012-10-25,3.828772,0.057021,0.452459,2.213084
2012-10-24,3.781422,0.060720,0.449423,2.180375
2012-10-23,3.751318,0.077417,0.468750,2.178149
2012-10-22,3.761027,0.091852,0.490240,2.198679
2012-10-19,3.778993,0.068951,0.463862,2.201455
2012-10-18,3.822702,0.067591,0.464075,2.223343
2012-10-17,3.852408,0.048227,0.440715,2.226538
2012-10-16,3.777366,0.023949,0.395668,2.153763
2012-10-15,3.690041,-0.006837,0.339073,2.070569
2012-10-12,3.706040,-0.007913,0.345048,2.090206
2012-10-11,3.746579,0.005990,0.366883,2.126046
2012-10-10,3.761151,-0.006973,0.353977,2.133469
2012-10-09,3.783965,0.006770,0.378309,2.162398
2012-10-08,3.790711,0.002277,0.378588,2.173028
2012-10-05,3.828214,0.017625,0.393698,2.198130
2012-10-04,3.803368,0.011805,0.374498,2.143227
2012-10-03,3.778277,0.013213,0.374250,2.114202
2012-10-02,3.787674,0.021171,0.387995,2.130459
2012-10-01,3.780620,0.025334,0.391806,2.135816
2012-09-28,3.752403,0.004000,0.356313,2.102124
2012-09-27,3.765252,0.012912,0.373117,2.127387
2012-09-26,3.786020,0.020244,0.389888,2.139364
2012-09-25,3.878172,0.030267,0.419939,2.232844
2012-09-24,3.902463,0.032329,0.431261,2.253734
2012-09-21,3.919712,0.031515,0.433807,2.272002
2012-09-20,3.897304,0.032235,0.437794,2.267170
2012-09-19,3.907966,0.040545,0.444179,2.276829
2012-09-18,3.893694,0.045119,0.449289,2.279439
2012-09-17,3.943292,0.066378,0.486980,2.326858
2012-09-14,3.962772,0.058517,0.466369,2.328351
2012-09-13,3.821211,0.012907,0.392830,2.200977
2012-09-12,3.916329,0.030105,0.441368,2.290259
2012-09-11,3.838705,0.009490,0.389715,2.221610
2012-09-10,3.862961,0.014946,0.409177,2.252030
2012-09-07,3.824275,0.001747,0.387993,2.226318
2012-09-06,3.833846,-0.009560,0.381523,2.247804
2012-09-05,3.646671,-0.078420,0.317387,2.232526
2012-09-04,3.616806,-0.068378,0.314451,2.201780
2012-09-03,3.554735,-0.066645,0.303764,2.153954
2012-08-31,3.552979,-0.076387,0.302703,2.169395
2012-08-30,3.522181,-0.081108,0.298924,2.148975
2012-08-29,3.534316,-0.058782,0.323893,2.173331
2012-08-28,3.484713,-0.068305,0.295889,2.111483
2012-08-27,3.478821,-0.074467,0.300107,2.115716
2012-08-24,3.461589,-0.075216,0.301711,2.085469
2012-08-23,3.498586,-0.075151,0.308855,2.166515
2012-08-22,3.559273,-0.061210,0.353656,2.259015
2012-08-21,3.634490,-0.067618,0.369079,2.333353
2012-08-20,3.603790,-0.080768,0.334381,2.293679
2012-08-17,3.603876,-0.086705,0.333381,2.303943
2012-08-16,3.592031,-0.095068,0.327202,2.295325
2012-08-15,3.617331,-0.082975,0.332278,2.288256
2012-08-14,3.592084,-0.090670,0.292007,2.191093
2012-08-13,3.585401,-0.112215,0.271777,2.199785
2012-08-10,3.510966,-0.126883,0.235505,2.091079
2012-08-09,3.571834,-0.106921,0.274610,2.161299
2012-08-08,3.559937,-0.114164,0.272254,2.184922
2012-08-07,3.622241,-0.093632,0.302543,2.233575
2012-08-06,3.551557,-0.119076,0.256227,2.168441
2012-08-03,3.476457,-0.094225,0.264113,2.080482
2012-08-02,3.474859,-0.130355,0.220197,2.067193
2012-08-01,3.536606,-0.142050,0.244139,2.174243
2012-07-31,3.521985,-0.114194,0.259070,2.119740
2012-07-30,3.607855,-0.102184,0.299462,2.223388
2012-07-27,3.588393,-0.050357,0.365787,2.239251
2012-07-26,3.517026,-0.056426,0.346876,2.200254
2012-07-25,3.521795,-0.020816,0.393682,2.217271
2012-07-24,3.500971,-0.036343,0.371109,2.188076
2012-07-23,3.374486,-0.070757,0.298484,2.063741
2012-07-20,3.365880,-0.118874,0.225258,1.995598
2012-07-19,3.428063,-0.106741,0.244989,2.050838
2012-07-18,3.497520,-0.105811,0.232983,2.034648
2012-07-17,3.530203,-0.105659,0.238119,2.049252
2012-07-16,3.567160,-0.115619,0.232630,2.086091
2012-07-13,3.598664,-0.099806,0.278195,2.148686
2012-07-12,3.610926,-0.081827,0.301974,2.165360
2012-07-11,3.580915,-0.081522,0.322853,2.227947
2012-07-10,3.676745,-0.049744,0.366418,2.287889
2012-07-09,3.642370,-0.058745,0.371547,2.316615
2012-07-06,3.608870,-0.052451,0.383240,2.308774
2012-07-05,3.683967,0.051086,0.544083,2.425565
2012-07-04,3.763419,0.124047,0.611315,2.469069
2012-07-03,3.808780,0.131012,0.636322,2.526764
2012-07-02,3.769435,0.164887,0.692616,2.599846
2012-06-29,3.818447,0.198693,0.762854,2.690555
2012-06-28,3.748744,0.188952,0.723944,2.589111
2012-06-27,3.731473,0.196418,0.743323,2.608142
2012-06-26,3.707519,0.191998,0.730300,2.579663
2012-06-25,3.635705,0.172227,0.696345,2.530593
2012-06-22,3.672927,0.214365,0.769173,2.611684
2012-06-21,3.657243,0.209594,0.766467,2.606546
2012-06-20,3.739171,0.243381,0.809121,2.659184
2012-06-19,3.655295,0.184427,0.726128,2.572171
2012-06-18,3.552508,0.152083,0.666514,2.488969
2012-06-15,3.582084,0.171567,0.681778,2.494530
2012-06-14,3.666857,0.212584,0.731601,2.549744
2012-06-13,3.647266,0.226642,0.757476,2.571572
2012-06-12,3.552759,0.218684,0.738567,2.530436
2012-06-11,3.442296,0.171192,0.655309,2.404339
2012-06-08,3.388100,0.149854,0.624623,2.351804
2012-06-07,3.426539,0.178782,0.668003,2.414587
2012-06-06,3.278064,0.143906,0.580400,2.237290
2012-06-05,3.154282,0.087498,0.495623,2.120006
2012-06-04,3.165100,0.092533,0.494715,2.108189
2012-06-01,3.117997,0.070780,0.434078,1.998007
2012-05-31,3.232291,0.100308,0.515783,2.167659
2012-05-30,3.352544,0.113252,0.572589,2.328745
2012-05-29,3.453375,0.114740,0.578959,2.366713
2012-05-28,3.492388,0.106598,0.575295,2.376987
2012-05-25,3.465909,0.125267,0.600877,2.372181
2012-05-24,3.464456,0.130879,0.614590,2.402401
2012-05-23,3.566963,0.145352,0.664592,2.538982
2012-05-22,3.654718,0.173625,0.710254,2.604604
2012-05-21,3.632262,0.177400,0.720757,2.617599
2012-05-18,3.624051,0.189498,0.729080,2.599499
2012-05-17,3.642099,0.171044,0.717316,2.628273
2012-05-16,3.697593,0.222129,0.785944,2.664182
2012-05-15,3.705387,0.219408,0.762247,2.616190
2012-05-14,3.699396,0.200499,0.720056,2.577202
2012-05-11,3.853590,0.202955,0.725220,2.630967
2012-05-10,4.001755,0.214447,0.736744,2.658204
2012-05-09,3.970346,0.222883,0.758191,2.682273
2012-05-08,3.987392,0.200999,0.722489,2.641745
2012-05-07,4.024026,0.187793,0.724231,2.707361
2012-05-04,4.041099,0.204377,0.756091,2.742451
2012-05-03,4.082770,0.236749,0.802004,2.789280
2012-05-02,4.101846,0.231287,0.804985,2.812063
2012-04-30,4.098041,0.259157,0.847464,2.835812
2012-04-27,4.080986,0.279301,0.892605,2.892231
2012-04-26,4.206500,0.281926,0.887295,2.928474
2012-04-25,4.164391,0.317644,0.936580,2.938742
2012-04-24,4.193873,0.347681,0.964516,2.937312
2012-04-23,4.188756,0.365132,0.992003,2.969128
2012-04-20,4.213352,0.352358,0.977892,2.985947
2012-04-19,4.121856,0.356449,0.977286,2.928684
2012-04-18,4.118502,0.312232,0.929261,2.934779
2012-04-17,4.144744,0.317323,0.936781,2.945241
2012-04-16,4.136585,0.302360,0.919388,2.933732
2012-04-13,4.128489,0.269562,0.869373,2.900469
2012-04-12,4.173982,0.278378,0.868929,2.889195
2012-04-11,4.205298,0.293771,0.899150,2.950925
2012-04-10,4.221997,0.285208,0.888463,2.970886
2012-04-05,4.257190,0.295208,0.904246,2.997716
2012-04-04,4.239259,0.307031,0.911220,2.970278
2012-04-03,4.233097,0.314359,0.916394,2.963923
2012-04-02,4.210024,0.302903,0.894927,2.947286
2012-03-30,4.258788,0.337884,0.945576,2.969705
2012-03-29,4.317808,0.329651,0.949200,3.020831
2012-03-28,4.327361,0.334141,0.969345,3.064117
2012-03-27,4.311223,0.358109,0.999161,3.070009
2012-03-26,4.297155,0.351742,0.999449,3.085119
2012-03-23,4.253656,0.361590,1.001881,3.044944
2012-03-22,4.316126,0.396646,1.051323,3.090090
2012-03-21,4.306011,0.419553,1.088997,3.124202
2012-03-20,4.332245,0.447875,1.136965,3.166293
2012-03-19,4.320155,0.445716,1.130885,3.148095
2012-03-16,4.369680,0.460045,1.148179,3.180489
2012-03-15,4.237587,0.371555,1.043726,3.109958
2012-03-14,4.212531,0.327143,0.974425,3.054041
2012-03-13,4.114538,0.285077,0.914067,2.988151
2012-03-12,4.035903,0.260425,0.894593,2.967749
2012-03-09,4.052751,0.260811,0.891500,2.978318
